id,Name,Description,Description_EN,Level,BeginnerTime,BeginnerCount,TargetMuscle,TargetMuscle_EN,MET,Part,Equipment,BasicCount,IntermediateCount,AdvancedCount,CaloriesPerRep,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,Type,AnimationFile,ClipSource,ImageFile
1024,덤벨 스플릿 스쿼트(L),덤벨 스플릿 스쿼트는 한 발을 앞으로 내딛고 덤벨을 들고 수행하는 하체 운동입니다. 이 운동은 균형과 하체의 힘을 동시에 증가시키는 데 도움이 됩니다.,"The dumbbell split squat involves stepping one foot forward and holding dumbbells, targeting the lower body. It helps improve balance and strength in the legs.",Normal,30,8,"[""대퇴사두근"", ""대둔근"", ""대퇴이두근""]","[""Quads"", ""Glutes"", ""Hamstrings""]",6,"[""하체""]",2,10,12,15,0.37,,"[3,4]",,1,1,1,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
1025,덤벨 스플릿 스쿼트(R),덤벨 스플릿 스쿼트는 한 발을 앞으로 내딛고 덤벨을 들고 수행하는 하체 운동입니다. 이 운동은 균형과 하체의 힘을 동시에 증진시키는 데 효과적입니다.,"The dumbbell split squat involves stepping one foot forward and holding dumbbells, targeting the lower body. It effectively enhances balance and strength in the lower extremities.",Normal,30,8,"[""대퇴사두근"", ""대둔근"", ""대퇴이두근""]","[""Quads"", ""Glutes"", ""Hamstrings""]",6,"[""하체"", ""힙""]",2,10,12,15,0.37,,"[3,4]",,1,1,0,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
1026,컨센트레이션 컬(L),컨센트레이션 컬은 한 손에 덤벨을 들고 앉은 자세에서 팔을 고정시킨 후 덤벨을 천천히 들어올리는 운동입니다. 이 운동은 팔의 이두근에 집중적으로 자극을 줍니다.,The concentration curl involves sitting with a dumbbell in one hand and curling it slowly while keeping the arm braced. This exercise primarily targets the biceps for isolated muscle engagement.,Normal,30,8,"[""이두근"", ""전완근"", ""삼각근""]","[""Biceps"", ""Forearms"", ""Shoulders""]",4,"[""팔""]",2,10,12,15,0.25,,"[1,2]",,1,1,1,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
1027,컨센트레이션 컬(R),컨센트레이션 컬은 한 손에 덤벨을 들고 앉은 자세에서 팔을 고정시킨 후 덤벨을 천천히 들어올리는 운동입니다. 이 운동은 팔의 이두근에 집중적으로 자극을 줍니다.,The Concentration Curl involves sitting with a dumbbell in one hand and curling it slowly while keeping the arm stabilized. This exercise primarily targets the biceps for intense muscle engagement.,Normal,60,8,"[""이두근"", ""전완근"", ""삼각근""]","[""Biceps"", ""Forearms"", ""Shoulders""]",4,"[""팔""]",2,10,12,15,0.25,,"[1,2]",,1,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
1028,덤벨 벤치 프레스,"덤벨 벤치 프레스는 가슴, 삼두근, 전방 삼각근을 주로 사용하는 운동입니다. 덤벨을 사용하여 벤치에 누워 양팔로 덤벨을 밀어올리는 동작을 반복합니다. 이 운동은 가슴 근육의 균형과 근력을 향상시키는 데 효과적입니다.","The dumbbell bench press primarily targets the chest, triceps, and front deltoids. Lying on a bench, you press the dumbbells upwards with both arms. This exercise effectively improves balance and strength in the chest muscles.",Normal,60,12,"[""대흉근"", ""삼두근"", ""전방 삼각근""]","[""Chest"", ""Triceps"", ""Front Delts""]",6,"[""가슴"", ""어깨"", ""팔""]",2,12,15,20,0.37,,,,,,,,,,
1029,바벨 벤치 프레스,"바벨 벤치 프레스는 가슴, 삼두근, 전방 삼각근을 주로 사용하는 운동입니다. 벤치에 누워 바벨을 가슴 높이까지 내렸다가 밀어 올리는 동작을 반복합니다.","The barbell bench press primarily targets the chest, triceps, and front deltoids. You lie on a bench and repeat the motion of lowering the barbell to chest level and then pressing it upwards.",Normal,60,8,"[""대흉근"", ""삼두근"", ""전방 삼각근""]","[""Chest"", ""Triceps"", ""Front Delts""]",6,"[""가슴"", ""어깨"", ""팔""]",3,12,10,15,0.37,,,,,,,,,,
1030,덤벨 인클라인 벤치 프레스,"덤벨 인클라인 벤치 프레스는 벤치를 약간 기울여 놓고 덤벨을 사용하여 수행하는 가슴 운동입니다. 이 운동은 특히 상부 대흉근을 강화하는 데 효과적이며, 전방 삼각근과 삼두근에도 자극을 줍니다.",The dumbbell incline bench press is performed on a slightly inclined bench using dumbbells. It effectively targets the upper chest muscles and also engages the front deltoids and triceps.,Normal,60,8,"[""대흉근"", ""전방 삼각근"", ""삼두근""]","[""Chest"", ""Front Delts"", ""Triceps""]",6,"[""가슴"", ""어깨"", ""팔""]",2,10,12,15,0.37,,,,,,,,,,
1031,바벨 인클라인 벤치 프레스,"바벨 인클라인 벤치 프레스는 상체를 약간 기울인 벤치에서 수행하는 운동으로, 주로 상부 대흉근을 강화하는 데 효과적입니다. 이 운동은 또한 전방 삼각근과 삼두근의 발달에도 도움을 줍니다.","The barbell incline bench press is performed on a slightly inclined bench, primarily targeting the upper pectoral muscles. It also aids in the development of the front deltoids and triceps.",Normal,60,8,"[""대흉근"", ""전방 삼각근"", ""삼두근""]","[""Chest"", ""Front Delts"", ""Triceps""]",6,"[""가슴"", ""어깨""]",3,10,12,15,0.37,,,,,,,,,,
1032,딥스,"딥스는 상체의 힘을 이용하여 철봉이나 바 사이에서 몸을 들어올리는 운동입니다. 이 운동은 주로 삼두근, 대흉근, 전방 삼각근을 강화하는 데 효과적입니다.","Dips are an upper-body exercise that involves raising the body up and down between parallel bars or rings. This exercise primarily targets the triceps, chest, and front deltoids.",Hard,30,5,"[""대흉근"", ""삼두근"", ""전방 삼각근""]","[""Chest"", ""Triceps"", ""Front Delts""]",6,"[""가슴"", ""어깨"", ""팔""]",1,10,15,25,0.37,,,,,,,,,,
1033,케이블 바이셉 컬,케이블 바이셉 컬은 케이블 머신을 사용하여 이두근을 집중적으로 자극하는 운동입니다. 케이블을 사용함으로써 근육에 지속적인 텐션을 제공하여 근육 성장을 촉진합니다.,"Cable bicep curls are an exercise that uses a cable machine to specifically target the biceps. Using cables provides constant tension on the muscles, promoting muscle growth.",Normal,60,12,"[""이두근"", ""전완근"", ""삼각근""]","[""Biceps"", ""Forearms"", ""Shoulders""]",5,"[""팔""]",3,15,20,25,0.31,,,,,,,,,,
1034,케이블 트라이셉스 푸쉬 다운,케이블 트라이셉스 푸쉬 다운은 케이블 머신을 사용하여 상완 삼두근을 집중적으로 강화하는 운동입니다. 이 운동은 팔을 몸통에 고정시킨 채로 손잡이를 아래로 밀어내면서 팔꿈치의 움직임에 집중합니다.,"Cable Triceps Pushdown is an exercise that uses a cable machine to specifically strengthen the triceps. The movement involves pushing down the handle while keeping the arms fixed close to the torso, focusing on the movement of the elbows.",Normal,60,12,"[""상완 삼두근"", ""삼각근"", ""대흉근""]","[""Triceps"", ""Shoulders"", ""Chest""]",4,"[""팔""]",3,15,20,30,0.25,,,,,,,,,,
1035,풀업,풀업은 상체의 힘과 지구력을 향상시키는데 효과적인 운동입니다. 이 운동은 철봉을 잡고 몸을 위로 당겨 턱이 바(bar)를 넘는 높이까지 올리는 동작을 포함합니다.,Pull-ups are effective for improving upper body strength and endurance. The exercise involves gripping a bar and pulling the body up until the chin clears the bar.,Hard,60,5,"[""광배근"", ""이두근"", ""승모근""]","[""Lats"", ""Biceps"", ""Traps""]",8,"[""등"", ""팔""]",1,8,12,20,0.49,,,,,,,,,,
1036,원 암 덤벨 로우(L),원 암 덤벨 로우는 한 손에 덤벨을 들고 벤치에 반대쪽 무릎과 손을 지지하며 수행하는 운동입니다. 이 운동은 등의 근육을 집중적으로 자극하여 근력과 근육의 발달을 돕습니다.,"The One Arm Dumbbell Row is performed by holding a dumbbell in one hand while supporting yourself on a bench with the opposite knee and hand. This exercise primarily targets the muscles of the back, enhancing strength and muscle development.",Normal,60,8,"[""광배근"", ""승모근"", ""척추기립근""]","[""Lats"", ""Traps"", ""Lower Back""]",6,"[""등""]",2,10,12,15,0.37,,,,,,,,,,
1037,원 암 덤벨 로우(R),원 암 덤벨 로우는 한 손에 덤벨을 들고 벤치에 반대쪽 무릎과 손을 지지하며 수행하는 단측 등 근육 운동입니다. 이 운동은 등의 근육을 집중적으로 자극하여 근력과 근육의 균형을 개선하는 데 도움을 줍니다.,"The One Arm Dumbbell Row is a unilateral back exercise performed with a dumbbell in one hand while the opposite knee and hand are supported on a bench. This exercise focuses on the muscles of the back, enhancing strength and muscle balance.",Normal,60,8,"[""광배근"", ""승모근"", ""척추기립근""]","[""Lats"", ""Traps"", ""Lower Back""]",6,"[""등""]",2,10,12,15,0.37,,,,,,,,,,
1038,시티드 케이블 로우,"시티드 케이블 로우는 케이블 머신을 사용하여 앉은 자세에서 로우잉 동작을 수행하는 운동입니다. 이 운동은 등 근육을 강화시키는 데 효과적이며, 척추기립근과 승모근의 안정성과 힘을 증가시킵니다.",The Seated Cable Row is an exercise performed in a seated position using a cable machine. This exercise effectively strengthens the back muscles and enhances the stability and strength of the erector spinae and trapezius muscles.,Normal,60,12,"[""광배근"", ""척추기립근"", ""승모근""]","[""Lats"", ""Lower Back"", ""Traps""]",5,"[""등""]",3,15,20,25,0.31,,,,,,,,,,
1039,바벨 스쿼트 ,"바벨 스쿼트는 바벨을 어깨 뒤쪽에 위치시키고, 엉덩이를 뒤로 밀면서 무릎을 구부려 앉았다가 일어나는 동작을 반복하는 운동입니다. 이 운동은 하체의 힘과 근력을 증가시키는 데 효과적입니다.","The barbell squat involves placing a barbell on the back of the shoulders, pushing the hips back, bending the knees to lower into a squat, and then standing back up. This exercise effectively increases strength and power in the lower body.",Hard,60,8,"[""대퇴사두근"", ""대둔근"", ""척추기립근""]","[""Quads"", ""Glutes"", ""Lower Back""]",6,"[""하체"", ""힙""]",3,12,15,20,0.37,,,,,,,,,,
1040,덤벨 스쿼트 ,덤벨 스쿼트는 덤벨을 양손에 들고 허벅지와 엉덩이 근육을 강화하는 운동입니다. 이 운동은 하체의 힘과 균형을 향상시키는 데 도움이 됩니다.,Dumbbell squats involve holding dumbbells in each hand to strengthen the thigh and buttock muscles. This exercise helps improve lower body strength and balance.,Normal,60,12,"[""대퇴사두근"", ""대둔근"", ""대퇴이두근""]","[""Quads"", ""Glutes"", ""Hamstrings""]",6,"[""하체"", ""힙""]",2,15,20,25,0.37,,,,,,,,,,
1041,프론트 스쿼트,"프론트 스쿼트는 바벨을 쇄골 바로 위와 어깨에 걸쳐 위치시키고 수행하는 스쿼트 변형입니다. 이 운동은 하체의 힘과 안정성을 증가시키는 데 효과적이며, 특히 대퇴사두근과 대둔근을 강화하는 데 도움을 줍니다.","The front squat involves placing the barbell across the top of the chest and shoulders and performing a squat. This variation is effective for increasing strength and stability in the lower body, particularly targeting the quads and glutes.",Hard,60,8,"[""대퇴사두근"", ""대둔근"", ""척추기립근""]","[""Quads"", ""Glutes"", ""Lower Back""]",6,"[""하체"", ""힙"", ""코어""]",3,12,15,20,0.37,,,,,,,,,,
1042,레그 익스텐션,"레그 익스텐션은 대퇴사두근을 주로 강화하는 운동으로, 다리를 펴면서 저항을 이겨내는 동작을 반복합니다. 이 운동은 무릎 관절의 안정성과 근력을 향상시키는 데 도움을 줍니다.",Leg extensions primarily strengthen the quadriceps by extending the legs against resistance. This exercise helps improve knee joint stability and muscle strength.,Normal,60,12,"[""대퇴사두근"", ""대퇴이두근"", ""복직근""]","[""Quads"", ""Hamstrings"", ""Abs""]",3.8,"[""하체""]",3,15,20,25,0.23,,,,,,,,,,
1043,레그 컬,"레그 컬은 다리를 구부려 기계에 부착된 무게를 들어올리는 운동으로, 주로 햄스트링 근육을 강화하는 데 사용됩니다. 이 운동은 또한 둔근과 소둔근의 안정성과 강도를 향상시키는 데 도움을 줍니다.","The leg curl is an exercise that involves bending the legs to lift a weight attached to a machine, primarily targeting the hamstrings. It also aids in improving the stability and strength of the glutes and glute medius.",Normal,60,12,"[""대퇴이두근"", ""대둔근"", ""소둔근""]","[""Hamstrings"", ""Glutes"", ""Glute Medius""]",6,"[""하체"", ""힙""]",3,15,20,25,0.37,,,,,,,,,,
1044,랫풀다운,랫풀다운은 상체의 광배근을 주로 발달시키는 운동입니다. 케이블 머신을 사용하여 바를 잡고 위에서 아래로 당기는 동작을 반복합니다. 이 운동은 등 근육의 넓이와 두께를 증가시키는 데 효과적입니다.,The lat pulldown primarily targets the latissimus dorsi muscles in the upper body. It involves pulling a bar down from above using a cable machine. This exercise is effective in increasing the width and thickness of the back muscles.,Normal,60,12,"[""광배근"", ""승모근"", ""척추기립근""]","[""Lats"", ""Traps"", ""Lower Back""]",5,"[""등""]",3,15,12,18,0.31,,,,,,,,,,
1045,숄더 프레스 머신,"숄더 프레스 머신은 어깨 근육을 강화하는 데 사용되는 기구 운동입니다. 이 운동은 덤벨이나 바벨을 사용하는 숄더 프레스와 유사하지만, 머신을 사용함으로써 더 안정적인 자세로 운동할 수 있습니다.","The shoulder press machine is a device-based exercise used to strengthen the shoulder muscles. Similar to the shoulder press with dumbbells or barbells, using a machine allows for a more stable posture during the exercise.",Normal,60,12,"[""삼각근"", ""전방 삼각근"", ""상완 삼두근""]","[""Shoulders"", ""Front Delts"", ""Triceps""]",4,"[""어깨""]",3,15,20,25,0.25,,,,,,,,,,
1046,바벨 컬,"바벨 컬은 바벨을 사용하여 이두근의 근력과 근육량을 증가시키는 운동입니다. 이두근에 집중적인 자극을 주며, 팔의 굽힘과 펴기 동작을 통해 수행됩니다.",Barbell curls are exercises that use a barbell to increase the strength and mass of the biceps. It focuses on the biceps through flexing and extending the arms.,Normal,60,8,"[""이두근"", ""전완근"", ""삼두근""]","[""Biceps"", ""Forearms"", ""Triceps""]",4,"[""팔""]",3,10,12,15,0.25,,,,,,,,,,
1047,덤벨 컬,"덤벨 컬은 팔의 앞부분에 위치한 이두근을 주로 강화하는 운동입니다. 덤벨을 양손에 쥐고 팔을 구부려 덤벨을 어깨 쪽으로 당기면서 근육을 수축시키고, 천천히 내려서 근육을 이완시킵니다.","Dumbbell curls primarily strengthen the biceps located at the front of the arm. Holding dumbbells in each hand, bend the arms to curl the weights towards the shoulders, contracting the muscles, then slowly lower them to extend the muscles.",Normal,30,8,"[""이두근"", ""전완근"", ""삼각근""]","[""Biceps"", ""Forearms"", ""Shoulders""]",4,"[""팔""]",2,10,12,15,0.25,,,,,,,,,,
1048,레그 프레스,"레그 프레스는 다리의 힘을 이용해 무게를 밀어 올리는 운동으로, 하체 근력 강화에 효과적입니다. 기구에 앉아 발판에 발을 올리고, 무릎을 구부린 후 다시 밀어내면서 운동합니다.","The leg press exercise involves pushing weight away using the strength of your legs, effective for strengthening the lower body. You sit on the machine, place your feet on the platform, bend your knees, and then push back.",Normal,60,12,"[""대퇴사두근"", ""대둔근"", ""대퇴이두근""]","[""Quads"", ""Glutes"", ""Hamstrings""]",5,"[""하체""]",3,15,20,25,0.31,,,,,,,,,,
1049,프론트 스쿼트,"프론트 스쿼트는 바벨을 쇄골 바로 위와 어깨에 걸쳐 위치시키고, 전신을 이용하여 스쿼트 동작을 수행하는 운동입니다. 이 운동은 하체의 힘과 안정성을 증진시키는 데 효과적입니다.","The front squat involves placing the barbell just above the collarbone and across the shoulders, then performing a squat using the whole body. This exercise effectively enhances lower body strength and stability.",Hard,60,8,"[""대퇴사두근"", ""대둔근"", ""척추기립근""]","[""Quads"", ""Glutes"", ""Lower Back""]",6,"[""하체"", ""코어""]",3,12,15,20,0.37,,,,,,,,,,
1501,덤벨 데드리프트 ,덤벨 데드리프트는 덤벨을 사용하여 수행하는 하체 및 코어 강화 운동입니다. 이 운동은 허리를 곧게 유지하면서 덤벨을 들어 올리고 내리는 동작을 반복함으로써 하체의 힘과 안정성을 증진시킵니다.,"The dumbbell deadlift is a lower body and core strengthening exercise using dumbbells. It involves lifting and lowering the dumbbells while keeping the back straight, enhancing strength and stability in the lower body.",Normal,60,12,"[""대둔근"", ""척추기립근"", ""대퇴이두근""]","[""Glutes"", ""Lower Back"", ""Hamstrings""]",6,"[""하체"", ""힙"", ""코어""]",2,15,20,30,0.37,,,,,,,,,,
1502,덤벨 레터럴 레이즈,"덤벨 레터럴 레이즈는 어깨의 측면을 강화하는 운동입니다. 덤벨을 양손에 들고 팔을 측면으로 들어 올리면서 어깨의 외측 근육을 집중적으로 사용합니다. 팔은 살짝 구부린 상태로 유지하며, 어깨 높이까지만 들어올립니다.","Dumbbell lateral raises primarily target the side of the shoulders. Holding dumbbells in each hand, you lift your arms to the side, focusing on the lateral muscles of the shoulders. Keep your arms slightly bent and raise them to shoulder height.",Normal,30,12,"[""삼각근"", ""전방 삼각근"", ""승모근""]","[""Shoulders"", ""Front Delts"", ""Traps""]",4,"[""어깨""]",2,15,20,25,0.25,,,,,,,,,,
1503,덤벨 리버스 리스트 컬,"덤벨 리버스 리스트 컬은 손목과 전완근을 강화하는 운동입니다. 이 운동은 덤벨을 잡고 손목을 아래로 향하게 한 후, 손목을 위로 젖히면서 덤벨을 들어올리는 동작을 반복합니다.","Dumbbell Reverse Wrist Curl is an exercise that strengthens the wrists and forearm muscles. It involves holding a dumbbell with the palms facing down and curling the wrists upwards, lifting the dumbbell in a controlled motion.",Normal,30,12,"[""전완근"", ""이두근"", ""삼두근""]","[""Forearms"", ""Biceps"", ""Triceps""]",3.5,"[""팔""]",2,15,20,25,0.21,,,,,,,,,,
1504,덤벨 슈러그,"덤벨 슈러그는 어깨와 목 주변의 근육을 강화하는 운동입니다. 덤벨을 양손에 들고, 어깨를 귀 쪽으로 최대한 올렸다가 천천히 내리는 동작을 반복합니다.","Dumbbell shrugs strengthen the muscles around the shoulders and neck. Holding dumbbells in each hand, lift your shoulders as close to your ears as possible and then slowly lower them back down.",Easy,60,12,"[""승모근"", ""삼각근"", ""척추기립근""]","[""Traps"", ""Shoulders"", ""Lower Back""]",3,"[""어깨""]",2,15,20,25,0.18,,,,,,,,,,
1505,덤벨 스태거드 데드리프트,덤벨 스태거드 데드리프트는 한 발을 앞으로 내딛고 덤벨을 양손에 들고 허리를 곧게 펴면서 상체를 앞으로 숙이는 동작을 반복하는 운동입니다. 이 운동은 하체와 코어의 근력을 강화하는 데 효과적입니다.,"The dumbbell staggered deadlift involves stepping one foot forward, holding dumbbells in each hand, and bending the upper body forward while keeping the back straight. This exercise effectively strengthens the lower body and core muscles.",Normal,60,12,"[""대둔근"", ""척추기립근"", ""대퇴이두근""]","[""Glutes"", ""Lower Back"", ""Hamstrings""]",6,"[""하체"", ""코어""]",2,15,20,25,0.37,,,,,,,,,,
1506,덤벨 어라운드 더 월드,"덤벨 어라운드 더 월드는 양손에 덤벨을 들고 팔을 곧게 펴서 머리 위로 덤벨을 원을 그리며 돌리는 운동입니다. 이 운동은 어깨의 안정성과 유연성을 향상시키며, 어깨 주변 근육을 강화하는 데 도움이 됩니다.","Dumbbell Around the World involves holding dumbbells in each hand, extending the arms, and rotating the dumbbells in a circular motion over the head. This exercise enhances shoulder stability and flexibility, and strengthens the surrounding shoulder muscles.",Normal,60,10,"[""삼각근"", ""대흉근"", ""승모근""]","[""Shoulders"", ""Chest"", ""Traps""]",4,"[""어깨"", ""가슴""]",2,12,15,20,0.25,,,,,,,,,,
1507,덤벨 업라이트 로우,덤벨 업라이트 로우는 어깨와 상부 트랩 근육을 강화하는 운동입니다. 덤벨을 양손에 들고 팔을 살짝 구부린 상태에서 덤벨을 가슴 높이까지 들어올리며 어깨 근육을 수축시킵니다.,"Dumbbell Upright Row is an exercise that strengthens the shoulders and upper traps. Holding dumbbells in each hand with slightly bent arms, lift the dumbbells to chest height, contracting the shoulder muscles.",Normal,30,8,"[""삼각근"", ""승모근"", ""전방 삼각근""]","[""Shoulders"", ""Traps"", ""Front Delts""]",6,"[""어깨""]",2,12,15,20,0.37,,,,,,,,,,
1508,덤벨 프론트 레이즈,덤벨 프론트 레이즈는 어깨의 전면부를 주로 강화하는 운동입니다. 덤벨을 양손에 들고 팔을 앞으로 들어 올리면서 전방 삼각근을 집중적으로 사용합니다. 팔은 살짝 구부린 상태로 유지하는 것이 중요합니다.,"Dumbbell front raises primarily strengthen the anterior part of the shoulders. Holding dumbbells in each hand, you lift your arms forward, focusing on the front deltoids. It is important to keep the arms slightly bent during the exercise.",Normal,30,8,"[""전방 삼각근"", ""삼각근"", ""상완 삼두근""]","[""Front Delts"", ""Shoulders"", ""Triceps""]",4,"[""어깨""]",2,10,12,15,0.25,,,,,,,,,,
1509,벤트 오버 레터럴 레이즈,벤트 오버 레터럴 레이즈는 상체를 앞으로 숙인 자세에서 덤벨을 양손에 들고 팔을 옆으로 들어 올리는 운동입니다. 이 운동은 주로 어깨의 후방과 측면 근육을 강화하는 데 효과적입니다.,The Bent Over Lateral Raise involves leaning forward with dumbbells in each hand and lifting the arms to the side. This exercise primarily targets the rear and side muscles of the shoulders.,Normal,30,12,"[""후방 삼각근"", ""승모근""]","[""Rear Delts"", ""Side Delts"", ""Traps""]",4,"[""어깨""]",2,15,20,25,0.25,,,,,,,,,,
1510,벤트 오버 레터럴 레이즈(앉은버전),"벤트 오버 레터럴 레이즈(앉은 버전)는 어깨의 후방 삼각근을 강화하는 데 효과적인 운동입니다. 앉은 자세에서 상체를 앞으로 기울이고, 덤벨을 양손에 들고 옆으로 들어 올리면서 어깨의 후방과 측면을 자극합니다.","The seated bent-over lateral raise effectively targets the rear deltoids. While seated, lean forward and lift dumbbells laterally with both hands, stimulating the rear and side shoulders.",Normal,60,12,"[""후방 삼각근"", ""승모근"", ""삼각근""]","[""Rear Delts"", ""Traps"", ""Shoulders""]",4,"[""어깨""]",2,15,20,25,0.25,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
