id,Name,Description,Level,BeginnerTime,BeginnerCount,TargetMuscle,AnimationFile,ClipSource,ImageFile,MET,Part,Type,BasicCount,IntermediateCount,AdvancedCount,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,
257,플랭크 다리 올리기(R),"기본 플랭크 자세에서 한쪽 다리를 번갈아 올리는 동작을 추가하여 코어 근육과 하체 근육을 강화하는 운동입니다. 이 변형은 코어의 안정성을 향상시키는 동시에, 엉덩이와 햄스트링에 추가적인 자극을 제공합니다. 플랭크 다리 올리기는 복부 근력을 증진시키고, 하체 근육의 균형과 조정 능력을 개선하는 데 효과적인 운동입니다.",힘듬,30,16,"[""복직근"",""대퇴사두근"",""대퇴이두근"",""비복근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,7,"[""코어""]",상체,16,32,64,,,,3,1,1,
258,허벅지 안쪽 스트레칭(R),"허벅지의 내측 근육, 즉 내전근을 이완시키고 유연성을 증진시키는 운동입니다. 이 스트레칭은 허벅지 안쪽 근육의 긴장을 완화하고, 이동 범위를 향상시키며, 하체의 균형과 전반적인 움직임을 개선하는 데 도움이 됩니다. 허벅지 안쪽 스트레칭은 특히 장시간 앉아 있거나 강도 높은 하체 운동 후에 근육을 효과적으로 이완시키는 데 유용합니다.",,30,0,"[""대퇴사두근"",""대퇴이두근"",""비복근""]",,https://youtu.be/pyNhm_4iJIo,,3,,하체,0,0,0,,,,3,1,1,
259,엎드려서 후면 스트레칭(R),팔을 사용하여 등과 어깨 후면 근육을 스트레칭하는 운동입니다. 이 운동을 통해 근육의 긴장을 완화하고 유연성을 향상시킬 수 있습니다.,쉬움,30,0,"[""승모근"",""후면 삼각근""]",,https://youtu.be/tch8DiLvo14,,3,,상체,0,0,0,,,,3,1,1,
260,발목 돌려주기(R),발목 근육과 관절을 회전시켜 유연성을 높이는 운동입니다. 각 발목을 시계 방향과 반시계 방향으로 회전시켜 유연성을 향상시킬 수 있습니다.,쉬움,30,0,,,https://youtu.be/W78AJsPVX0k,,3,,하체,0,0,0,,,,3,1,1,
261,짧게 다리 펴주기(R),"한쪽 다리를 앞으로 뻗고 상체를 부드럽게 숙여 다리 뒤쪽의 햄스트링 근육을 효과적으로 늘려줍니다. 이 간단한 스트레칭은 다리 근육의 유연성을 증진시키고 긴장을 완화하는 데 도움을 줍니다, 특히 일상적인 활동에서 발생할 수 있는 근육 뻣뻣함과 불편함을 줄이는 데 이상적입니다.",,30,0,"[""대퇴이두근""]",,https://youtu.be/pekVd6wH8DA,,3,,하체,0,0,0,,,,3,1,1,
262,깊게 다리 펴주기(R),"한쪽 다리를 앞으로 뻗고 상체를 부드럽게 숙여 다리 뒤쪽의 햄스트링 근육을 효과적으로 늘려줍니다. 이 간단한 스트레칭은 다리 근육의 유연성을 증진시키고 긴장을 완화하는 데 도움을 줍니다, 특히 일상적인 활동에서 발생할 수 있는 근육 뻣뻣함과 불편함을 줄이는 데 이상적입니다.",,30,0,"[""대퇴이두근""]",,https://youtu.be/on6GPTNhEM0,,3,,하체,0,0,0,,,,3,1,1,
263,몸통 비틀기(R),"허벅지의 내측 근육인 대내전근을 타겟으로 한 효과적인 스트레칭입니다. 사용자는 이 스트레칭을 통해 허벅지 내측의 근육을 부드럽게 늘려, 근육의 유연성을 증진시키고, 긴장을 완화할 수 있습니다. 이 스트레칭은 하체의 움직임 범위를 개선하고, 특히 하체를 많이 사용하는 운동이나 활동에서 발생할 수 있는 부상 위험을 줄이는 데에도 도움이 됩니다/",,30,0,"[""대내전근""]",,https://youtu.be/O3euM0g-OAQ,,3,,하체,0,0,0,,,,3,1,1,
264,앞굽이 자세(R),"발목과 하부 다리의 근육, 특히 종아리 근육에 집중적인 스트레칭을 제공합니다. 사용자는 이 스트레칭을 통해 종아리의 근육을 효과적으로 늘려, 근육의 유연성을 향상시키고 긴장을 완화할 수 있습니다. 이 운동은 하체 순환을 촉진하고, 장시간 서 있거나 걷는 활동 후에 발생할 수 있는 뻣뻣함과 불편함을 감소시키는 데 탁월합니다. 또한, 종아리 근육을 강화하고 발목의 안정성을 개선하는 데도 도움을 줍니다.""",,30,0,"[""비복근""]",,https://youtu.be/g5W6rBHzTiM,,3,,하체,0,0,0,,,,3,1,1,
265,사선 몸통 기울이기(R),"상체의 전면과 측면 근육을 동시에 늘려주는 운동입니다. 사용자는 이 스트레칭을 통해 가슴의 전거근과 옆구리의 외복사근을 부드럽게 스트레칭하며, 이는 상체의 유연성을 향상시키고 근육의 긴장을 해소하는 데 효과적입니다. 이 운동은 특히 상체를 자주 사용하는 일상 활동이나 운동 후 근육이 뻣뻣해졌을 때, 근육의 이완과 움직임 범위 개선에 도움을 줍니다. 또한, 상체의 균형과 자세 개선에도 기여합니다.",,30,0,,,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,,상체,0,0,0,,,,3,1,1,
266,누워서 고관절 스트레칭(R),"고관절 주변 근육과 인대에 집중하는 이완 운동입니다. 사용자는 누운 자세에서 한쪽 다리를 가슴 쪽으로 당기고, 반대쪽 다리는 바닥에 평평하게 유지하면서 고관절과 주변 근육을 부드럽게 스트레칭합니다. 이 스트레칭은 고관절의 유연성을 향상시키고, 하체 근육의 긴장을 완화하는 데 도움을 줍니다. 특히 앉아 있는 생활이 많거나 하체를 많이 사용하는 운동을 하는 사람들에게 권장되며, 하체의 움직임 범위를 넓히고, 하체 및 골반의 균형을 개선하는 데에도 유익합니다.""",,30,0,"[""고관절""]",,https://youtu.be/fTD_irSifKo,,3,,하체,0,0,0,,,,3,1,1,
267,흉추 스트레칭(R),"상체 중앙 부위인 흉추의 유연성을 개선하고 긴장을 완화하는데 중점을 둔 운동입니다. 사용자는 이 스트레칭을 통해 흉추 주변 근육과 인대를 부드럽게 늘려, 상체의 유연성을 향상시키고 등의 긴장을 해소할 수 있습니다. 이 스트레칭은 장시간 앉아 있거나 컴퓨터 작업을 많이 하는 사람들에게 특히 유용하며, 자세 개선과 통증 감소에 도움을 줍니다. 또한, 호흡이나 상체 움직임에 필요한 근육의 움직임 범위를 넓히는 데에도 기여합니다.",,30,0,"[""흉추""]",,https://youtu.be/Od-rqO4WOpE,,3,,상체,0,0,0,,,,3,1,1,
268,힙 스트레칭(R),"엉덩이 근육, 특히 엉덩이의 큰 근육군인 대둔근과 중둔근에 초점을 맞춘 스트레칭입니다. 사용자는 이 스트레칭을 통해 엉덩이 주변의 근육을 부드럽게 늘려, 근육의 유연성을 증진시키고 긴장을 완화할 수 있습니다. 이 운동은 특히 장시간 앉아 있는 생활 방식이나 하체를 많이 사용하는 운동 후에 엉덩이 근육이 뻣뻣해질 때 매우 유용하며, 하체의 움직임 범위를 개선하고 골반 및 척추의 균형을 조정하는 데에도 도움을 줍니다.",,30,0,"[""대둔근""]",,https://youtu.be/kWlo8MgPJlI,,3,,하체,0,0,0,,,,3,1,1,
269,햄스트링 스트레칭(R),"바닥에 앉은 자세에서 한쪽 다리를 뻗고 상체를 천천히 앞으로 숙여, 다리 뒤쪽 햄스트링 근육에 깊은 스트레칭을 제공합니다. 이 운동은 햄스트링의 유연성을 향상시키고, 근육의 긴장과 뻣뻣함을 완화하는데 효과적이며, 하체의 움직임 범위를 개선하고, 일상 생활이나 다른 운동 활동 중 발생할 수 있는 부상을 예방하는 데 도움을 줍니다.",,30,0,"[""대퇴이두근""]",,https://youtu.be/e8HvaxK1QsM,,3,,하체,0,0,0,,,,3,1,1,
270,힙 스트레칭 누워서(R),"바닥에 누운 자세에서 엉덩이 근육을 깊게 스트레칭하는 운동입니다. 이 스트레칭은 특히 대둔근과 중둔근을 타겟으로 하여, 엉덩이와 하체의 긴장을 완화하고 유연성을 증진시킵니다. 사용자는 한쪽 무릎을 가슴 쪽으로 당기고 반대쪽 다리는 바닥에 뻗어, 엉덩이 주변 근육에 집중적인 스트레칭을 제공합니다. 이 스트레칭은 장시간 앉아 있는 생활로 인해 발생할 수 있는 엉덩이의 뻣뻣함과 불편함을 해소하는데 효과적이며, 하체의 움직임 범위와 전반적인 균형을 개선하는 데에도 유익합니다.",,30,0,"[""대둔근""]",,https://youtu.be/poq2_hv5S1A,,3,,하체,0,0,0,,,,3,1,1,
271,동키 킥(R),"엉덩이 근육, 특히 중둔근을 집중적으로 강화하는 운동입니다. 이 운동은 엉덩이 근육의 탄력을 향상시키고, 하체의 균형과 힘을 증진하는 데 도움이 됩니다.",쉬움,30,15,"[""대퇴이두근"",""대둔근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,5,"[""힙""]",하체,15,30,60,,,,3,1,1,
272,크로스 바디 크런치(R),"복근과 복사근을 동시에 강화하는 운동입니다. 이 운동은 누운 자세에서 한쪽 무릎을 반대편 팔꿈치로 닿게 하며 수행되어, 복부의 회전과 측면 근육에 집중적인 자극을 제공합니다. 크로스 바디 크런치는 복부 근육의 균형 있는 발달을 촉진하고, 코어의 안정성을 향상시키는 데 효과적인 운동입니다.",보통,30,14,"[""복직근"",""외복사근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6,"[""코어""]",상체,14,28,56,,,,3,1,1,
273,풀다운 니업(R),테스트,보통,30,18,"[""복직근"",""복횡근""]",,https://youtu.be/_8lsmLMySek,,4,"[""코어""]",둘다,18,36,60,,[4],0,1,1,1,
274,딥 런지(R),테스트,쉬움,30,25,"[""대퇴사두근"",""비복근"",""대퇴이두근""]",,https://youtu.be/zGkFm6tl6dY,,3.9,"[""허벅지""]",하체,25,50,70,,[4],4,1,1,1,
275,다운 도그 크런치(R),테스트,힘듬,30,25,"[""복직근"",""내복사근"",""외복사근""]",,https://youtu.be/iXrAESHnVoA,,6,"[""코어""]",상체,25,45,60,,[4],2,1,1,1,
276,사이드 플랭크 크런치(R),테스트,보통,30,25,"[""복직근"",""외복사근""]",,https://youtu.be/_UE7wvnyfXo,,8,"[""코어""]",상체,25,50,65,,[4],2,1,1,1,
277,스탭 백 니 쓰러스트(R),테스트,힘듬,30,20,"[""대퇴사두근"",""대퇴이두근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6,"[""허벅지""]",하체,20,40,60,,[4],1,1,1,1,
